trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted,n_miss,n_hit
"meta_reag.oracleGeneral.zst",0,17278214,0.332241,45623306,4681044,15157927,30465379
"meta_reag.oracleGeneral.zst",0,17278214,0.32574,45623306,820234,14861320,30761986
