trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted,n_miss,n_hit
"meta_rprn.oracleGeneral.zst",0,174668976,0.392344,88470732,11079054,34710918,53759814
"meta_rprn.oracleGeneral.zst",0,174668976,0.380433,88470732,3970812,33657144,54813588
