trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted,n_miss,n_hit
"meta_reag.oracleGeneral.zst",1,6131268,0.278148,45623306,3577182,12690053,32933253
"meta_reag.oracleGeneral.zst",1,6131268,0.276002,45623306,2383539,12592120,33031186
