trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted,n_miss,n_hit
"zipf_1_3.oracleGeneral",0,1618,0.0958501,14231366,1102311,1364078,12867288
"zipf_1_3.oracleGeneral",0,1618,0.0906547,14231366,719062,1290140,12941226
