trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted,n_miss,n_hit
"w14.oracleGeneral.bin.zst",1,44662,0.588209,34816425,6310511,20479345,14337080
"w14.oracleGeneral.bin.zst",1,44662,0.58343,34816425,739565,20312949,14503476
