trace_path,cache_size(MiB),miss_ratio,n_req,n_promoted
"7.oracleGeneral.zst",512,0.296151,265694431,16438200
"7.oracleGeneral.zst",512,0.295617,265694431,3113124
"7.oracleGeneral.zst",512,0.296846,265694431,2584837
"7.oracleGeneral.zst",512,0.297488,265694431,2336878
"7.oracleGeneral.zst",512,0.297984,265694431,2171642
"7.oracleGeneral.zst",512,0.298362,265694431,2048555
"7.oracleGeneral.zst",512,0.298669,265694431,1950828
"7.oracleGeneral.zst",512,0.298924,265694431,1869811
"7.oracleGeneral.zst",512,0.299149,265694431,1799958
"7.oracleGeneral.zst",512,0.299341,265694431,1739943
"7.oracleGeneral.zst",512,0.299508,265694431,1688074
"7.oracleGeneral.zst",512,0.299661,265694431,1640230
"7.oracleGeneral.zst",512,0.299798,265694431,1597699
"7.oracleGeneral.zst",512,0.299921,265694431,1559310
"7.oracleGeneral.zst",512,0.300032,265694431,1524500
"7.oracleGeneral.zst",512,0.300134,265694431,1492457
"7.oracleGeneral.zst",512,0.30023,265694431,1462783
"7.oracleGeneral.zst",512,0.300321,265694431,1434832
"7.oracleGeneral.zst",512,0.300403,265694431,1409532
"7.oracleGeneral.zst",512,0.300479,265694431,1386131
