trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted,n_miss,n_hit
"meta_rnha.oracleGeneral.zst",1,3504028,0.490889,96680668,14264934,47459462,49221206
"meta_rnha.oracleGeneral.zst",1,3504028,0.485751,96680668,3716180,46962714,49717954
