trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted,n_miss,n_hit
"zipf_1_3.oracleGeneral",0,32,0.4184,14231366,1484214,5954400,8276966
"zipf_1_3.oracleGeneral",0,32,0.417025,14231366,862032,5934842,8296524
