trace_path,cache_size(MiB),miss_ratio,n_req,n_promoted
"zipf_0.3_10_100.oracleGeneral",256,0.919131,100000000,7608397
"zipf_0.3_10_100.oracleGeneral",256,0.914432,100000000,1221227
"zipf_0.3_10_100.oracleGeneral",256,0.92012,100000000,207215
"zipf_0.3_10_100.oracleGeneral",256,0.920712,100000000,82601
"zipf_0.3_10_100.oracleGeneral",256,0.920907,100000000,52718
"zipf_0.3_10_100.oracleGeneral",256,0.920987,100000000,41191
"zipf_0.3_10_100.oracleGeneral",256,0.921031,100000000,35079
"zipf_0.3_10_100.oracleGeneral",256,0.921059,100000000,31276
"zipf_0.3_10_100.oracleGeneral",256,0.921079,100000000,28673
"zipf_0.3_10_100.oracleGeneral",256,0.921093,100000000,26764
"zipf_0.3_10_100.oracleGeneral",256,0.921103,100000000,25312
"zipf_0.3_10_100.oracleGeneral",256,0.921112,100000000,24160
"zipf_0.3_10_100.oracleGeneral",256,0.92112,100000000,23205
"zipf_0.3_10_100.oracleGeneral",256,0.921126,100000000,22415
"zipf_0.3_10_100.oracleGeneral",256,0.921131,100000000,21731
"zipf_0.3_10_100.oracleGeneral",256,0.921136,100000000,21164
"zipf_0.3_10_100.oracleGeneral",256,0.921139,100000000,20673
"zipf_0.3_10_100.oracleGeneral",256,0.921143,100000000,20225
"zipf_0.3_10_100.oracleGeneral",256,0.921146,100000000,19852
"zipf_0.3_10_100.oracleGeneral",256,0.921148,100000000,19506
