trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted,n_miss,n_hit
"meta_reag.oracleGeneral.zst",1,61312,0.397795,45623306,4410403,18148737,27474569
"meta_reag.oracleGeneral.zst",1,61312,0.396024,45623306,646283,18067905,27555401
