trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted,n_miss,n_hit
"meta_reag.oracleGeneral.zst",0,863910,0.402587,45623306,4387236,18367365,27255941
"meta_reag.oracleGeneral.zst",0,863910,0.397691,45623306,611670,18143994,27479312
