trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted
"w20.oracleGeneral.bin.zst",1,1099968,0.653645,29842317,2733338
"w20.oracleGeneral.bin.zst",1,1099968,0.652039,29842317,698261
