trace_path,cache_size(MiB),miss_ratio,n_req,n_promoted
"zipf_0.7_10_100.oracleGeneral",1024,0.430119,100000000,24395385
"zipf_0.7_10_100.oracleGeneral",1024,0.407575,100000000,12176796
"zipf_0.7_10_100.oracleGeneral",1024,0.422699,100000000,8447774
"zipf_0.7_10_100.oracleGeneral",1024,0.430092,100000000,6992402
"zipf_0.7_10_100.oracleGeneral",1024,0.434572,100000000,6257972
"zipf_0.7_10_100.oracleGeneral",1024,0.437343,100000000,5823185
"zipf_0.7_10_100.oracleGeneral",1024,0.439332,100000000,5521389
"zipf_0.7_10_100.oracleGeneral",1024,0.440852,100000000,5298420
"zipf_0.7_10_100.oracleGeneral",1024,0.442063,100000000,5122934
"zipf_0.7_10_100.oracleGeneral",1024,0.443066,100000000,4976299
