trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted,n_miss,n_hit
"meta_rnha.oracleGeneral.zst",1,8760070,0.427281,96680668,14170678,41309821,55370847
"meta_rnha.oracleGeneral.zst",1,8760070,0.421812,96680668,5704957,40781082,55899586
