trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted,n_miss,n_hit
"meta_reag.oracleGeneral.zst",1,3065634,0.296877,45623306,4380485,13544499,32078807
"meta_reag.oracleGeneral.zst",1,3065634,0.294168,45623306,1484681,13420929,32202377
