trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted,n_miss,n_hit
"w55.oracleGeneral.bin.zst",0,19651,0.824811,8855434,483760,7304055,1551379
"w55.oracleGeneral.bin.zst",0,19651,0.824795,8855434,445389,7303922,1551512
