trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted,n_miss,n_hit
"meta_reag.oracleGeneral.zst",0,43195536,0.302896,45623306,4550610,13819121,31804185
"meta_reag.oracleGeneral.zst",0,43195536,0.296155,45623306,1261874,13511578,32111728
