trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted,n_miss,n_hit
"meta_reag.oracleGeneral.zst",0,1727821,0.387646,45623306,4453001,17685698,27937608
"meta_reag.oracleGeneral.zst",0,1727821,0.382511,45623306,622285,17451434,28171872
