trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted,n_miss,n_hit
"w74.oracleGeneral.bin.zst",1,74192,0.089239,6343762,553723,566111,5777651
"w74.oracleGeneral.bin.zst",1,74192,0.0848591,6343762,247839,538326,5805436
