trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted,n_miss,n_hit
"meta_rnha.oracleGeneral.zst",0,7292652,0.603651,96680668,11986705,58361348,38319320
"meta_rnha.oracleGeneral.zst",0,7292652,0.592532,96680668,1893654,57286351,39394317
