trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted,n_miss,n_hit
"meta_rprn.oracleGeneral.zst",1,145151,0.549105,88470732,9109671,48579690,39891042
"meta_rprn.oracleGeneral.zst",1,145151,0.547485,88470732,1581147,48436430,40034302
