trace_path,cache_size(MiB),miss_ratio,n_req,n_promoted
"1351.oracleGeneral.zst",1024,0.758828,195824302,28054961
"1351.oracleGeneral.zst",1024,0.748738,195824302,12374009
"1351.oracleGeneral.zst",1024,0.762567,195824302,7810001
"1351.oracleGeneral.zst",1024,0.766006,195824302,6273582
"1351.oracleGeneral.zst",1024,0.767869,195824302,5560627
"1351.oracleGeneral.zst",1024,0.768773,195824302,5166824
"1351.oracleGeneral.zst",1024,0.769475,195824302,4896857
"1351.oracleGeneral.zst",1024,0.76993,195824302,4705639
"1351.oracleGeneral.zst",1024,0.770321,195824302,4557389
"1351.oracleGeneral.zst",1024,0.770676,195824302,4429762
"1351.oracleGeneral.zst",1024,0.770999,195824302,4330110
"1351.oracleGeneral.zst",1024,0.771206,195824302,4245637
"1351.oracleGeneral.zst",1024,0.771445,195824302,4169166
"1351.oracleGeneral.zst",1024,0.771613,195824302,4100008
"1351.oracleGeneral.zst",1024,0.771774,195824302,4035263
"1351.oracleGeneral.zst",1024,0.771927,195824302,3977247
"1351.oracleGeneral.zst",1024,0.772052,195824302,3928923
"1351.oracleGeneral.zst",1024,0.772209,195824302,3882216
"1351.oracleGeneral.zst",1024,0.772315,195824302,3839212
"1351.oracleGeneral.zst",1024,0.772437,195824302,3797001
