trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted,n_miss,n_hit
"meta_rprn.oracleGeneral.zst",1,14515141,0.345181,88470732,9008370,30538408,57932324
"meta_rprn.oracleGeneral.zst",1,14515141,0.342006,88470732,6358937,30257535,58213197
