trace_path,cache_size(MiB),miss_ratio,n_req,n_promoted
"meta_rnha.oracleGeneral.zst",1024,0.78164,96680668,8399364
"meta_rnha.oracleGeneral.zst",1024,0.776253,96680668,1756236
"meta_rnha.oracleGeneral.zst",1024,0.778578,96680668,1112049
"meta_rnha.oracleGeneral.zst",1024,0.779437,96680668,906671
"meta_rnha.oracleGeneral.zst",1024,0.780048,96680668,798843
"meta_rnha.oracleGeneral.zst",1024,0.780412,96680668,731358
"meta_rnha.oracleGeneral.zst",1024,0.780691,96680668,683967
"meta_rnha.oracleGeneral.zst",1024,0.780902,96680668,648528
"meta_rnha.oracleGeneral.zst",1024,0.781069,96680668,621492
"meta_rnha.oracleGeneral.zst",1024,0.7812,96680668,599447
"meta_rnha.oracleGeneral.zst",1024,0.781309,96680668,580872
"meta_rnha.oracleGeneral.zst",1024,0.781409,96680668,565127
"meta_rnha.oracleGeneral.zst",1024,0.781499,96680668,551551
"meta_rnha.oracleGeneral.zst",1024,0.781575,96680668,539627
"meta_rnha.oracleGeneral.zst",1024,0.781644,96680668,528861
"meta_rnha.oracleGeneral.zst",1024,0.781705,96680668,519466
"meta_rnha.oracleGeneral.zst",1024,0.781761,96680668,510877
"meta_rnha.oracleGeneral.zst",1024,0.781811,96680668,502954
"meta_rnha.oracleGeneral.zst",1024,0.781861,96680668,495850
"meta_rnha.oracleGeneral.zst",1024,0.781906,96680668,489022
