trace_path,cache_size(MiB),miss_ratio,n_req,n_promoted
"zipf_1_10_100.oracleGeneral",0,0.586227,100000000,10416050
"zipf_1_10_100.oracleGeneral",0,0.585629,100000000,6091847
"zipf_1_10_100.oracleGeneral",0,0.593448,100000000,5004485
"zipf_1_10_100.oracleGeneral",0,0.596377,100000000,4555325
"zipf_1_10_100.oracleGeneral",0,0.598416,100000000,4283146
"zipf_1_10_100.oracleGeneral",0,0.599836,100000000,4088716
"zipf_1_10_100.oracleGeneral",0,0.600949,100000000,3939029
"zipf_1_10_100.oracleGeneral",0,0.601837,100000000,3819559
"zipf_1_10_100.oracleGeneral",0,0.602582,100000000,3720303
"zipf_1_10_100.oracleGeneral",0,0.603213,100000000,3636157
"zipf_1_10_100.oracleGeneral",0,0.603759,100000000,3563812
"zipf_1_10_100.oracleGeneral",0,0.604238,100000000,3500195
"zipf_1_10_100.oracleGeneral",0,0.604663,100000000,3443925
"zipf_1_10_100.oracleGeneral",0,0.605047,100000000,3393359
"zipf_1_10_100.oracleGeneral",0,0.605392,100000000,3347661
"zipf_1_10_100.oracleGeneral",0,0.60571,100000000,3305848
"zipf_1_10_100.oracleGeneral",0,0.605999,100000000,3267605
"zipf_1_10_100.oracleGeneral",0,0.606269,100000000,3232331
"zipf_1_10_100.oracleGeneral",0,0.606516,100000000,3199668
"zipf_1_10_100.oracleGeneral",0,0.60675,100000000,3169054
