trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted
"7.oracleGeneral.zst",1,480854,0.185067,265694431,32990862
"7.oracleGeneral.zst",1,480854,0.1685,265694431,10693833
"7.oracleGeneral.zst",1,480854,0.166943,265694431,8894208
"7.oracleGeneral.zst",1,480854,0.166739,265694431,8673599
"7.oracleGeneral.zst",1,480854,0.166704,265694431,8641095
"7.oracleGeneral.zst",1,480854,0.166697,265694431,8635415
"7.oracleGeneral.zst",1,480854,0.166695,265694431,8634248
"7.oracleGeneral.zst",1,480854,0.166695,265694431,8633996
"7.oracleGeneral.zst",1,480854,0.166695,265694431,8633961
"7.oracleGeneral.zst",1,480854,0.166695,265694431,8633960
"7.oracleGeneral.zst",1,480854,0.166695,265694431,8633960
"7.oracleGeneral.zst",1,480854,0.166695,265694431,8633960
"7.oracleGeneral.zst",1,480854,0.166695,265694431,8633960
"7.oracleGeneral.zst",1,480854,0.166695,265694431,8633960
"7.oracleGeneral.zst",1,480854,0.166695,265694431,8633960
"7.oracleGeneral.zst",1,480854,0.166695,265694431,8633960
"7.oracleGeneral.zst",1,480854,0.166695,265694431,8633960
"7.oracleGeneral.zst",1,480854,0.166695,265694431,8634140
"7.oracleGeneral.zst",1,480854,0.166695,265694431,8634023
"7.oracleGeneral.zst",1,480854,0.166695,265694431,8634017
