trace_path,cache_size(MiB),miss_ratio,n_req,n_promoted
"1351.oracleGeneral.zst",0,0.017418,195824302,15794569
"1351.oracleGeneral.zst",0,0.0167428,195824302,10067983
"1351.oracleGeneral.zst",0,0.0164951,195824302,9511491
"1351.oracleGeneral.zst",0,0.0163464,195824302,9449551
"1351.oracleGeneral.zst",0,0.01641,195824302,9425249
"1351.oracleGeneral.zst",0,0.0164628,195824302,9410881
"1351.oracleGeneral.zst",0,0.0165005,195824302,9400082
"1351.oracleGeneral.zst",0,0.0168932,195824302,9324558
"1351.oracleGeneral.zst",0,0.0168843,195824302,9315203
"1351.oracleGeneral.zst",0,0.0171672,195824302,9257503
"1351.oracleGeneral.zst",0,0.01719,195824302,9251950
"1351.oracleGeneral.zst",0,0.0171998,195824302,9247821
"1351.oracleGeneral.zst",0,0.0172134,195824302,9242858
"1351.oracleGeneral.zst",0,0.0172227,195824302,9237705
"1351.oracleGeneral.zst",0,0.0172312,195824302,9232000
"1351.oracleGeneral.zst",0,0.0172407,195824302,9226467
"1351.oracleGeneral.zst",0,0.0172503,195824302,9222151
"1351.oracleGeneral.zst",0,0.0172599,195824302,9219248
"1351.oracleGeneral.zst",0,0.0172679,195824302,9215594
"1351.oracleGeneral.zst",0,0.0172663,195824302,9211067
