trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted,n_miss,n_hit
"meta_reag.oracleGeneral.zst",1,122625,0.382374,45623306,4478021,17445168,28178138
"meta_reag.oracleGeneral.zst",1,122625,0.38035,45623306,651789,17352811,28270495
