trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted,n_miss,n_hit
"meta_rnha.oracleGeneral.zst",1,17520140,0.382463,96680668,11662363,36976772,59703896
"meta_rnha.oracleGeneral.zst",1,17520140,0.378352,96680668,8047444,36579344,60101324
