trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted,n_miss,n_hit
"w49.oracleGeneral.bin.zst",0,38581,0.209119,11151558,2216284,2332002,8819556
"w49.oracleGeneral.bin.zst",0,38581,0.208166,11151558,1356790,2321379,8830179
